time_s,participant_1,participant_2,participant_3
1186.147,-40.43,1045.05,-37.2
1186.155,-39.42,643.56,-47.92
1186.163,-38.41,-3.02,-50.76
1186.17,-37.4,-244.75,-52.35
1186.178,-36.39,-98.14,-47.99
1186.186,-35.38,-35.22,-32.96
1186.193,-34.37,-119.8,-23.95
1186.201,-33.36,-123.68,-23.64
1186.209,-32.66,-75.03,-24.36
1186.216,-33.43,-91.75,-28.79
1186.224,-26.35,-109.84,0.93
1186.232,-6.17,-80.43,135.66
1186.24,17.03,-63.67,451.5
1186.247,19.99,-71.49,1001.66
1186.255,2.67,-66.47,1459.74
1186.263,1.14,-50.43,1101.83
1186.27,13.93,-36.89,-33.31
1186.278,0.55,-22.28,-740.93
1186.286,-24.71,-10.11,-441.24
1186.293,-23.76,-4.5,-20.8
1186.301,-14.07,4.38,-82.81
1186.309,-12.58,21.83,-173.5
1186.316,-15.87,41.03,-64.98
1186.324,-49.16,60.4,-35.35
1186.332,-72.33,85.52,-76.56
1186.34,69.45,114.75,7.32
1186.347,463.82,140.24,-7.13
1186.355,1003.15,158.94,4.15
1186.363,1358.75,173.24,19.56
1186.37,1084.44,185.89,115.81
1186.378,210.82,194.93,165.85
1186.386,-459.47,192.75,202.71
1186.393,-394.12,177.12,258.07
1186.401,-106.79,155.68,314.19
1186.409,-135.84,132.63,341.55
1186.416,-243.31,105.71,363.9
1186.424,-185.9,69.75,393.66
1186.432,-139.78,16.85,393.59
1186.44,-159.79,-41.76,348.74
1186.447,-131.96,-78.0,282.55
1186.455,-99.42,-103.43,200.25
1186.463,-115.8,-118.72,94.14
1186.47,-111.89,-124.08,-13.59
1186.478,-72.97,-126.8,-87.47
1186.486,-49.33,-126.54,-127.01
1186.493,-37.8,-118.8,-160.56
1186.501,-22.37,-104.46,-193.11
1186.509,-17.91,-90.42,-204.92
1186.516,-19.33,-85.06,-199.61
1186.524,-3.43,-89.16,-198.77
1186.532,26.0,-92.93,-204.19
1186.54,47.34,-89.79,-205.31
1186.547,51.72,-84.75,-195.18
1186.555,47.25,-81.88,-175.39
1186.563,51.55,-79.07,-162.58
1186.57,76.2,-79.11,-161.72
1186.578,109.18,-84.86,-155.3
1186.586,128.33,-86.41,-146.4
1186.593,132.76,-77.78,-150.59
1186.601,136.7,-72.31,-151.94
1186.609,140.32,-76.71,-134.27
1186.616,136.57,-77.1,-114.37
1186.624,130.82,-71.36,-111.29
1186.632,123.24,-74.45,-123.57
1186.64,98.49,-81.09,-128.09
1186.647,56.6,-73.89,-104.67
1186.655,16.43,-62.57,-80.83
1186.663,-19.11,-63.01,-91.12
1186.67,-56.84,-65.3,-106.49
1186.678,-84.39,-61.89,-94.27
1186.686,-90.43,-61.92,-81.41
1186.693,-89.16,-63.0,-87.9
1186.701,-94.94,-57.24,-93.96
1186.709,-101.56,-52.37,-91.68
1186.716,-101.94,-53.95,-88.4
1186.724,-101.89,-55.83,-82.53
1186.732,-106.78,-56.28,-72.5
1186.74,-112.18,-56.77,-61.49
1186.747,-111.44,-55.62,-47.37
1186.755,-105.08,-52.39,-20.07
1186.763,-100.8,-44.93,13.97
1186.77,-101.87,-33.25,15.92
1186.778,-102.94,-28.82,-26.2
1186.786,-104.95,-35.66,-57.76
1186.793,-101.53,-37.46,-38.74
1186.801,-94.91,-28.91,-6.14
1186.809,-97.55,-27.64,-9.26
1186.816,-107.38,-36.73,-31.19
1186.824,-108.87,-36.67,-20.95
1186.832,-99.97,-23.67,7.6
1186.84,-92.44,-15.96,1.25
1186.847,-91.59,-17.01,1.44
1186.855,-96.39,13.23,116.39
1186.863,-104.57,171.77,382.29
1186.87,-109.31,539.18,697.56
1186.878,-106.66,944.45,749.02
1186.886,-101.07,942.84,235.65
1186.893,-96.15,389.79,75.99
1186.901,-91.92,-178.35,-76.23
1186.909,-87.66,-251.01,-228.44
1186.916,-81.6,-60.47,-380.65
1186.924,-75.63,-37.26,-533.06
1186.932,-72.79,-118.82,-742.39
1186.94,-69.11,-103.77,-333.65
1186.947,-63.8,-62.76,2.99
1186.955,-62.24,-73.95,-8.59
1186.963,-53.8,-74.59,-42.41
1186.97,-21.12,-54.63,20.6
1186.978,18.24,-52.78,35.65
1186.986,27.42,-49.53,17.16
1186.993,11.16,-30.87,37.35
1187.001,5.23,-21.92,56.88
1187.009,9.47,-24.2,55.34
1187.016,-5.0,-26.47,61.58
1187.024,-33.21,-22.19,76.61
1187.032,-47.9,-2.55,87.5
1187.04,-49.68,19.3,91.09
1187.047,-51.23,36.41,98.49
1187.055,-59.91,50.77,123.55
1187.063,-96.03,66.75,147.15
1187.07,-137.05,89.62,157.41
1187.078,-62.66,120.81,194.59
1187.086,240.9,153.81,265.33
1187.093,744.76,179.71,311.7
1187.101,1202.83,197.94,324.31
1187.109,1182.37,214.32,344.15
1187.116,513.09,226.8,357.19
1187.124,-253.79,226.55,329.83
1187.132,-445.41,215.46,281.37
1187.14,-213.29,202.08,220.91
1187.147,-122.68,180.5,126.6
1187.155,-206.55,140.96,23.76
1187.163,-201.78,93.11,-44.46
1187.17,-142.68,49.82,-93.42
1187.178,-144.34,7.56,-141.78
1187.186,-147.41,-36.38,-166.72
1187.193,-119.67,-75.46,-168.8
1187.201,-108.51,-107.11,-175.4
1187.209,-105.57,-128.4,-180.43
1187.216,-81.49,-133.36,-170.11
1187.224,-53.13,-130.56,-161.83
1187.232,-39.56,-134.35,-161.64
1187.24,-34.39,-138.15,-150.83
1187.247,-26.31,-131.49,-131.88
1187.255,-11.92,-124.59,-122.37
1187.263,4.37,-123.7,-117.2
1187.27,19.94,-117.22,-105.76
1187.278,37.34,-105.64,-95.87
1187.286,56.64,-100.48,-95.29
1187.293,80.34,-95.66,-99.16
1187.301,113.19,-85.07,-98.48
1187.309,156.46,-81.05,-89.34
1187.316,167.29,-82.2,-82.81
1187.324,183.1,-72.88,-88.38
1187.332,176.76,-64.72,-89.1
1187.34,156.47,-74.67,-73.99
1187.347,135.28,-81.98,-64.7
1187.355,101.27,-70.7,-70.62
1187.363,53.59,-65.87,-75.97
1187.37,10.9,-79.17,-78.73
1187.378,-15.45,-83.95,-81.04
1187.386,-39.37,-69.35,-74.92
1187.393,-73.11,-57.35,-71.07
1187.401,-106.24,-60.75,-82.04
1187.409,-117.37,-67.92,-85.4
1187.416,-102.27,-68.25,-66.85
1187.424,-84.43,-66.37,-56.73
1187.432,-83.26,-65.64,-70.32
1187.44,-91.14,-59.03,-74.58
1187.447,-99.02,-49.64,-51.24
1187.455,-106.52,-52.43,-25.88
1187.463,-103.02,-62.48,-21.4
1187.47,-85.5,-59.41,-24.79
1187.478,-76.68,-47.84,-22.5
1187.486,-86.68,-48.61,-15.65
1187.493,-95.36,-56.56,-7.3
1187.501,-92.99,-53.64,-3.4
1187.509,-89.16,-45.0,-3.52
1187.516,-83.38,-42.59,10.97
1187.524,-76.38,-42.88,65.68
1187.532,-84.63,-43.89,197.17
1187.54,-105.17,-48.67,445.13
1187.547,-112.82,-49.48,713.24
1187.555,-107.33,-40.37,675.79
1187.563,-104.39,-31.75,143.7
1187.57,-97.77,-31.24,-476.79
1187.578,-85.37,-31.4,-589.3
1187.586,-83.96,-31.26,-253.0
1187.593,-88.23,-31.12,-10.27
1187.601,-81.08,-30.98,-18.56
1187.609,-74.65,-30.85,-30.64
1187.616,-80.15,-30.71,21.97
1187.624,-83.29,-30.57,30.69
1187.632,-84.11,-24.63,11.33
1187.64,-91.93,-22.32,23.01
1187.647,-79.31,-28.33,37.64
1187.655,-20.45,-30.95,35.94
1187.663,39.97,-24.33,43.02
1187.67,38.63,-20.54,59.7
1187.678,-1.5,-22.63,69.13
1187.686,-7.04,-16.42,75.2
1187.693,20.79,35.81,89.13
1187.701,20.91,255.45,110.71
1187.709,-12.25,720.51,134.39
1187.716,-36.39,1107.81,159.5
1187.724,-39.97,888.38,191.85
1187.732,-31.48,184.48,233.27
1187.74,-23.44,-243.84,271.48
1187.747,-45.27,-147.6,292.01
1187.755,-65.72,-19.26,295.68
1187.763,44.83,-92.49,288.32
1187.77,379.21,-129.14,263.2
1187.778,888.25,-74.93,213.22
1187.786,1315.3,-71.53,146.21
1187.793,1196.94,-95.18,72.87
1187.801,401.33,-78.93,-0.9
1187.809,-373.73,-64.43,-65.33
1187.816,-442.92,-68.98,-113.05
1187.824,-150.08,-61.32,-147.79
1187.832,-112.67,-44.7,-172.76
1187.84,-209.16,-33.89,-186.63
1187.847,-157.77,-25.59,-192.81
1187.855,-108.24,-17.88,-194.07
1187.863,-155.44,-7.32,-187.79
1187.87,-160.38,12.11,-177.73
1187.878,-165.32,33.54,-172.45
1187.886,-123.34,47.44,-169.89
1187.893,-108.18,61.02,-162.05
1187.901,-102.7,87.72,-149.91
1187.909,-74.93,123.21,-139.26
1187.916,-64.39,149.79,-130.85
1187.924,-80.42,165.69,-123.86
1187.932,-83.9,184.61,-118.1
1187.94,-63.88,203.65,-109.29
1187.947,-38.98,207.76,-96.31
1187.955,-17.85,200.52,-87.57
1187.963,0.1,191.74,-85.84
1187.97,13.42,173.82,-83.18
1187.978,26.51,142.03,-79.82
1187.986,49.76,105.95,-82.14
1187.993,84.27,65.68,-84.72
1188.001,118.32,16.32,-81.98
1188.009,137.91,-28.03,-81.79
1188.016,140.37,-54.24,-85.76
1188.024,142.58,-74.52,-86.23
1188.032,157.5,-100.23,-86.71
1188.04,163.44,-119.72,-87.18
1188.047,137.24,-123.51,-87.65
1188.055,102.77,-123.5,-88.13
1188.063,93.12,-131.16,-88.6
1188.07,95.55,-137.66,-89.08
1188.078,83.33,-130.27,-89.55
1188.086,59.23,-114.37,-90.03
1188.093,33.01,-103.6,-88.42
1188.101,0.22,-99.62,-83.76
1188.109,-37.66,-95.99,-81.15
1188.116,-66.99,-90.22,-82.04
1188.124,-81.55,-83.0,-81.42
1188.132,-86.96,-77.75,-77.85
1188.14,-88.32,-78.57,-74.88
1188.147,-86.63,-80.79,-72.79
1188.155,-85.27,-77.84,-65.4
1188.163,-89.02,-75.0,-48.73
1188.17,-93.33,-76.49,-29.02
1188.178,-88.5,-74.14,-19.6
1188.186,-80.09,-72.3,-28.46
1188.193,-83.33,-71.12,-46.47
1188.201,-94.23,-69.94,-54.05
1188.209,-94.79,-68.76,-45.08
1188.216,-83.27,-67.58,-34.11
1188.224,-72.9,-66.41,-32.18
1188.232,-70.89,-65.23,-30.35
1188.24,-76.15,-64.05,-22.27
1188.247,-84.37,-62.51,-18.98
1188.255,-87.71,-61.93,-9.58
1188.263,-81.58,-67.48,57.26
1188.27,-73.41,-70.55,218.07
1188.278,-73.79,-69.96,460.42
1188.286,-78.46,-70.1,691.05
1188.293,-75.31,-68.6,668.94
1188.301,-67.58,-59.02,220.84
1188.309,-65.81,-48.58,-342.53
1188.316,-66.04,-50.94,-479.76
1188.324,-62.26,-58.06,-200.67
1188.332,-59.04,-53.09,7.8
1188.34,-57.52,-45.04,-10.28
1188.347,-56.87,-50.3,-28.31
1188.355,-61.94,-57.3,13.48
1188.363,-68.4,-50.65,16.06
1188.37,-63.45,-43.61,3.94
1188.378,-40.06,-49.92,24.59
1188.386,1.01,-55.18,38.16
1188.393,36.17,-46.32,35.04
1188.401,30.85,-35.46,46.15
1188.409,1.17,-34.3,61.2
1188.416,-2.88,-37.37,64.91
1188.424,12.56,-39.63,74.68
1188.432,4.43,-42.1,96.06
1188.44,-8.56,-41.68,116.21
1188.447,-21.71,-36.79,137.69
1188.455,-33.86,-33.88,169.63
1188.463,-34.12,-34.29,207.3
1188.47,-24.48,-30.49,242.94
1188.478,-23.89,-22.0,274.64
1188.486,-54.7,-17.7,299.34
1188.493,-79.58,-20.17,311.18
1188.501,13.9,-22.91,304.75
1188.509,314.93,-23.93,277.99
1188.516,801.02,-28.34,236.02
1188.524,1233.02,-32.25,183.77
1188.532,1154.61,-23.08,116.89
1188.54,423.87,-5.69,36.75
1188.547,-332.07,-0.46,-37.25
1188.555,-470.45,-8.21,-89.84
1188.563,-244.59,-11.98,-125.72
1188.57,-198.76,-10.64,-151.31
1188.578,-277.34,-12.95,-165.23
1188.586,-238.13,-13.32,-169.5
1188.593,-174.87,-8.11,-169.6
1188.601,-183.31,-9.52,-167.28
1188.609,-181.86,-16.23,-161.28
1188.616,-159.26,-11.21,-149.71
1188.624,-158.16,-1.69,-135.29
1188.632,-150.26,-6.61,-126.78
1188.64,-125.78,-12.65,-122.04
1188.647,-116.27,-2.79,-111.98
1188.655,-111.4,4.74,-100.74
1188.663,-88.64,-4.03,-97.37
1188.67,-60.12,-9.96,-99.27
1188.678,-34.62,-4.26,-96.24
1188.686,-6.72,6.31,-90.36
1188.693,18.1,54.37,-88.44
1188.701,35.18,203.43,-86.97
1188.709,52.37,450.99,-80.73
1188.716,74.71,594.03,-75.12
1188.724,100.4,343.18,-76.3
1188.732,126.11,-73.24,-78.14
1188.74,146.25,-131.23,-73.68
1188.747,159.05,11.06,-69.33
1188.755,168.6,-18.03,-72.29
1188.763,173.48,-70.59,-76.58
1188.77,166.21,-35.83,-73.62
1188.778,148.42,-43.3,-63.84
1188.786,133.91,-68.11,-52.92
1188.793,128.29,-47.84,-46.64
1188.801,116.16,-42.31,-47.49
1188.809,86.47,-64.13,-52.38
1188.816,56.3,-71.23,-56.85
1188.824,41.39,-59.44,-59.58
1188.832,26.82,-37.13,-59.88
1188.84,-0.79,-17.79,-54.6
1188.847,-26.42,-16.98,-39.44
1188.855,-38.15,-25.25,-15.69
1188.863,-46.49,-12.51,3.21
1188.87,-58.23,18.78,0.78
1188.878,-64.66,40.15,-20.41
1188.886,-60.71,53.45,-37.24
1188.893,-54.23,73.74,-36.0
1188.901,-53.83,87.28,-28.99
1188.909,-57.03,92.48,-27.89
1188.916,-56.05,123.15,-24.23
1188.924,-52.71,172.46,-15.04
1188.932,-57.58,184.19,-8.8
1188.94,-72.84,162.25,15.37
1188.947,-86.34,165.7,103.84
1188.955,-88.42,185.17,286.2
1188.963,-85.3,172.75,564.66
1188.97,-86.15,154.08,816.6
1188.978,-88.78,159.55,720.53
1188.986,-89.41,141.41,144.12
1188.993,-89.84,80.09,-437.68
1189.001,-87.76,35.7,-477.82
1189.009,-85.54,26.83,-157.31
1189.016,-84.17,4.47,-1.16
1189.024,-82.8,-42.41,-49.36
1189.032,-81.43,-80.18,-49.92
1189.04,-80.06,-102.03,-1.65
1189.047,-78.69,-115.76,-5.8
1189.055,-77.32,-106.85,-18.67
1189.063,-75.95,-80.63,-1.05
1189.07,-70.14,-84.38,10.13
1189.078,-70.57,-125.95,10.41
1189.086,-73.86,-140.16,20.2
1189.093,-76.84,-98.59,34.69
1189.101,-77.12,-65.01,47.84
1189.109,-72.0,-81.21,60.32
1189.116,-74.89,-98.76,72.88
1189.124,-103.04,-79.52,93.47
1189.132,-135.89,-61.47,121.94
1189.14,-136.64,-74.73,152.34
1189.147,-118.03,-88.06,194.45
1189.155,-112.7,-82.52,266.16
1189.163,-97.7,-83.77,261.1
1189.17,-47.66,-92.4,249.55
1189.178,-13.14,-81.95,228.05
1189.186,-32.99,-62.37,81.1
1189.193,-51.21,-56.12,-37.89
1189.201,-25.64,-61.45,-94.36
1189.209,-5.83,-82.6,-118.64
1189.216,-25.7,-110.85,-144.19
1189.224,-48.15,-106.49,-165.65
1189.232,-50.32,-94.98,-179.3
1189.24,-43.82,-83.1,-181.72
1189.247,-34.87,-73.72,-170.42
1189.255,-46.54,-75.39,-156.03
1189.263,-82.06,-79.53,-146.58
1189.27,-36.58,-58.57,-139.58
1189.278,217.29,-39.64,-133.11
1189.286,686.03,-43.2,-127.12
1189.293,1197.56,-51.66,-119.75
1189.301,1331.04,-57.31,-110.99
1189.309,741.2,-67.63,-104.47
1189.316,-146.84,-76.02,-101.34
1189.324,-481.34,-74.51,-98.24
1189.332,-235.47,-70.36,-94.54
1189.34,-88.08,-66.46,-92.45
1189.347,-186.91,-53.55,-90.24
1189.355,-194.47,-37.92,-87.51
1189.363,-115.44,-42.75,-89.66
1189.37,-122.61,-61.95,-95.52
1189.378,-139.83,-57.41,-94.9
1189.386,-99.01,-26.3,-86.43
1189.393,-79.53,-14.25,-80.39
1189.401,-92.77,-38.04,-81.45
1189.409,-88.6,-60.37,-84.03
1189.416,-76.59,-62.75,-83.24
1189.424,-73.61,-68.22,-80.42
1189.432,-61.92,-71.16,-79.21
1189.44,-38.33,-39.97,-79.53
1189.447,-18.38,-4.68,-77.67
1189.455,-5.82,-21.27,-73.84
1189.463,3.73,-61.2,-73.18
1189.47,13.65,-63.07,-76.73
1189.478,32.93,-38.02,-79.96
1189.486,66.82,-27.8,-80.75
1189.493,101.44,-38.32,-80.62
1189.501,121.22,-50.56,-78.55
1189.509,130.07,-45.09,-67.86
1189.516,138.87,-29.95,-44.77
1189.524,152.51,-32.48,-21.88
1189.532,169.7,-44.26,-18.84
1189.54,176.78,-39.25,-34.96
1189.547,162.74,-29.7,-49.44
1189.555,144.84,-33.79,-49.47
1189.563,141.46,-41.22,-41.91
1189.57,136.6,-44.4,-38.37
1189.578,113.44,-49.65,-37.64
1189.586,84.7,-61.3,-31.61
1189.593,58.29,-70.02,-25.79
1189.601,24.87,-51.92,-18.4
1189.609,-7.77,-10.2,34.27
1189.616,-23.84,41.51,183.21
1189.624,-49.73,216.61,447.13
1189.632,-77.07,660.75,768.27
1189.64,-92.4,1114.83,876.17
1189.647,-86.62,985.52,449.08
1189.655,-74.15,250.41,-283.1
1189.663,-68.34,-304.88,-597.95
1189.67,-65.41,-243.45,-312.47
1189.678,-61.34,-42.91,-14.13
1189.686,-65.84,-89.7,-27.9
1189.693,-82.04,-146.97,-79.52
1189.701,-94.79,-73.03,-21.72
1189.709,-98.31,-53.02,6.87
1189.716,-105.48,-102.64,-3.38
1189.724,-118.32,-90.15,-13.64
1189.732,-124.05,-47.88,-23.9
1189.74,-121.49,-50.37,-19.42
1189.747,-120.43,-60.93,7.5
1189.755,-121.03,-43.92,10.69
1189.763,-116.19,-24.1,4.88
1189.77,-107.54,-26.54,24.52
1189.778,-105.28,-37.18,51.11
1189.786,-113.05,-15.82,67.02
1189.793,-120.18,40.09,83.38
1189.801,-115.61,79.56,106.57
1189.809,-104.23,81.23,131.72
1189.816,-97.71,82.53,157.59
1189.824,-97.37,85.6,187.1
1189.832,-98.0,114.78,222.05
1189.84,-96.62,145.22,258.83
1189.847,-90.01,152.88,288.18
1189.855,-78.41,166.33,304.33
1189.863,-70.32,215.7,308.63
1189.87,-70.34,255.93,299.1
1189.878,-71.28,240.22,270.85
1189.886,-62.51,216.37,227.67
1189.893,-35.39,233.1,174.22
1189.901,3.74,248.75,106.6
1189.909,21.97,221.24,29.95
1189.916,1.69,167.39,-36.77
1189.924,-20.32,104.54,-86.02
1189.932,-11.8,45.17,-124.52
1189.94,-0.07,18.41,-152.92
1189.947,-12.34,12.97,-169.19
1189.955,-29.35,-26.9,-177.61
1189.963,-33.69,-96.97,-178.77
1189.97,-31.5,-129.33,-170.84
1189.978,-31.58,-111.84,-161.03
1189.986,-50.08,-93.3,-155.3
1189.993,-72.77,-91.68,-148.08
1190.001,0.66,-102.54,-135.71
1190.009,280.78,-129.51,-123.97
1190.016,756.93,-145.32,-116.64
1190.024,1214.96,-122.51,-111.18
1190.032,1241.29,-92.48,-106.17
1190.04,614.66,-81.23,-102.86
1190.047,-185.21,-71.45,-100.7
1190.055,-443.56,-68.16,-97.93
1190.063,-220.27,-81.72,-95.93
1190.07,-102.5,-80.49,-97.12
1190.078,-185.51,-57.07,-99.36
1190.086,-187.96,-52.76,-98.94
1190.093,-124.17,-75.72,-97.46
1190.101,-130.47,-88.76,-98.44
1190.109,-141.31,-79.92,-99.92
1190.116,-110.72,-77.62,-99.01
1190.124,-104.37,-91.27,-98.67
1190.132,-121.31,-87.23,-100.54
1190.14,-117.75,-57.92,-99.22
1190.147,-102.1,-53.24,-92.47
1190.155,-79.14,-84.97,-86.44
1190.163,-50.71,-94.47,-84.64
1190.17,-37.75,-71.3,-83.14
1190.178,1.56,-69.47,-80.97
1190.186,51.21,-80.73,-83.3
1190.193,82.45,-59.71,-90.1
1190.201,100.89,-44.54,-93.48
1190.209,121.33,-74.93,-91.53
1190.216,138.78,-90.31,-86.77
1190.224,145.25,-59.24,-70.03
1190.232,137.75,-50.34,-38.43
1190.24,121.43,-80.59,-16.73
1190.247,111.58,-77.86,-20.15
1190.255,113.75,-33.08,-29.51
1190.263,116.26,-16.88,-28.11
1190.27,108.08,-43.78,-28.73
1190.278,85.79,-64.7,-15.3
1190.286,52.78,-68.85,-6.11
1190.293,19.92,-73.26,192.28
1190.301,-4.07,-64.1,473.31
1190.309,-19.68,-41.05,802.46
1190.316,-32.89,-38.12,898.72
1190.324,-47.9,-48.31,451.7
1190.332,-57.7,-35.13,-286.91
1190.34,-53.25,-18.88,-593.06
1190.347,-46.3,-33.2,-299.92
1190.355,-56.04,-40.95,1.85
1190.363,-74.92,38.89,-8.4
1190.37,-79.56,294.18,-61.79
1190.378,-69.38,503.06,-9.84
1190.386,-63.84,711.94,12.81
1190.393,-67.83,1007.26,-8.85
1190.401,-67.82,799.26,2.96
1190.409,-60.29,105.57,21.82
1190.416,-59.28,-342.35,17.39
1190.424,-73.2,-229.42,20.42
1190.432,-91.28,-32.19,36.19
1190.44,-98.72,-76.18,46.8
1190.447,-94.8,-142.89,57.12
1190.455,-89.19,-96.48,74.68
1190.463,-86.76,-70.2,94.99
1190.47,-86.15,-90.95,117.01
1190.478,-90.4,-78.5,146.11
1190.486,-102.08,-53.53,183.07
1190.493,-107.52,-56.44,218.85
1190.501,-92.23,-55.65,246.01
1190.509,-71.26,-43.7,267.39
1190.516,-67.91,-50.03,281.1
1190.524,-74.03,-52.32,275.67
1190.532,-71.09,-18.18,251.23
1190.54,-63.14,10.91,217.98
1190.547,-59.01,1.41,172.79
1190.555,-54.72,6.12,108.02
1190.563,-46.61,51.03,34.15
1190.57,-37.54,80.42,-32.21
1190.578,-29.35,87.05,-86.49
1190.586,-22.45,118.66,-128.2
1190.593,-24.23,158.76,-154.8
1190.601,-43.85,174.16,-169.04
1190.609,-66.94,188.78,-176.91
1190.616,-57.7,207.84,-179.6
1190.624,-8.65,209.78,-175.73
1190.632,34.83,207.05,-167.2
1190.64,32.93,197.94,-157.9
1190.647,13.6,159.15,-148.34
1190.655,20.79,124.19,-135.88
1190.663,32.39,127.03,-121.71
1190.67,14.45,118.01,-111.12
1190.678,-29.47,59.47,-105.14
1190.686,-16.72,-5.27,-100.71
1190.693,86.12,-46.77,-97.76
1190.701,438.09,-83.42,-96.99
1190.709,598.76,-112.38,-96.48
1190.716,1134.35,-120.34,-96.42
1190.724,1129.87,-130.09,-98.8
1190.732,202.08,-156.65,-102.63
1190.74,-517.97,-166.92,-105.69
1190.747,-354.04,-137.75,-105.4
1190.755,-63.12,-107.56,-98.04
1190.763,-153.7,-117.15,-86.63
1190.77,-253.35,-131.71,-82.23
1190.778,-181.17,-99.13,-87.31
1190.786,-146.82,-57.94,-91.07
1190.793,-166.46,-71.78,-88.51
1190.801,-142.59,-104.34,-85.35
1190.809,-126.25,-98.73,-82.68
1190.816,-143.4,-85.56,-79.23
1190.824,-133.4,-89.08,-78.3
1190.832,-101.84,-74.6,-77.38
1190.84,-86.78,-55.16,-76.45
1190.847,-77.03,-76.69,-75.52
1190.855,-63.77,-105.99,-79.55
1190.863,-51.04,-89.33,-85.21
1190.87,-26.75,-57.31,-84.69
1190.878,3.1,-63.23,-83.54
1190.886,18.11,-93.22,-84.1
1190.893,29.31,-96.89,-74.81
1190.901,50.92,-62.36,-49.02
1190.909,68.71,-28.01,-15.84
1190.916,78.64,-21.77,7.74
1190.924,94.93,-28.47,8.25
1190.932,116.38,-38.79,-11.07
1190.94,134.99,-64.46,-29.42
1190.947,151.26,-75.71,-29.82
1190.955,160.87,-78.15,-18.38
1190.963,160.34,-80.6,-11.94
1190.97,157.37,-83.04,-9.72
1190.978,155.4,-85.48,-4.12
1190.986,147.43,-87.92,-6.61
1190.993,126.29,-90.36,-6.23
1191.001,89.66,-82.83,59.09
1191.009,46.09,-58.61,244.88
1191.016,12.99,-56.41,588.38
1191.024,-1.97,-89.01,1016.56
1191.032,-8.98,-98.35,1106.83
1191.04,-22.49,-52.63,455.96
1191.047,-47.11,-8.51,-454.34
1191.055,-77.77,-19.48,-678.69
1191.063,-109.57,-48.9,-250.84
1191.07,-138.8,-42.1,4.95
1191.078,-155.14,-18.79,-86.4
1191.086,-152.03,-22.11,-107.29
1191.093,-145.71,-36.56,-23.81
1191.101,-153.28,-28.76,-29.26
1191.109,-158.08,-19.84,-53.1
1191.116,-142.35,-40.04,-15.72
1191.124,-131.25,-53.72,3.49
1191.132,-147.0,-20.8,-7.9
1191.14,-162.89,11.3,3.31
1191.147,-155.15,-11.7,24.98
1191.155,-142.31,-39.19,36.59
1191.163,-140.62,-12.69,53.93
1191.17,-138.63,17.65,78.23
1191.178,-127.69,0.77,99.29
1191.186,-112.8,-17.89,122.91
1191.193,-94.84,-7.09,155.25
1191.201,-73.97,-9.89,192.7
1191.209,-60.73,-35.22,230.06
1191.216,-57.32,-33.81,261.64
1191.224,-49.76,-5.71,282.0
1191.232,-39.96,-6.19,287.99
1191.24,-41.43,-34.68,278.02
1191.247,-42.91,-30.07,253.11
1191.255,-45.87,8.13,213.64
1191.263,-55.18,10.84,155.99
1191.27,-48.12,-25.9,82.77
1191.278,-35.72,-27.62,10.03
1191.286,-33.62,60.56,-47.27
1191.293,-37.32,316.27,-89.12
1191.301,-46.91,776.46,-123.1
1191.309,-65.17,1104.08,-152.61
1191.316,-77.27,804.78,-175.42
1191.324,-71.38,75.24,-186.42
1191.332,-59.61,-313.12,-183.79
1191.34,-58.53,-177.38,-173.89
1191.347,-59.33,-32.79,-162.93
1191.355,-32.93,-92.19,-149.93
1191.363,16.93,-133.36,-135.08
1191.37,38.14,-98.74,-121.68
1191.378,12.85,-83.17,-108.49
1191.386,-5.26,-81.59,-96.89
1191.393,10.75,-83.72,-95.14
1191.401,16.97,-97.85,-101.39
1191.409,-6.98,-88.74,-102.46
1191.416,-28.89,-64.46,-99.79
1191.424,-39.08,-62.75,-98.49
1191.432,-48.12,-55.18,-101.86
1191.44,-48.51,-19.25,-101.13
1191.447,-54.76,4.46,-93.6
1191.455,-73.38,1.18,-89.81
1191.463,-4.26,4.37,-93.73
1191.47,279.23,25.0,-95.77
1191.478,771.05,47.58,-93.53
1191.486,1263.01,72.11,-95.68
1191.493,1315.03,102.76,-100.15
1191.501,641.22,125.7,-96.72
1191.509,-243.98,141.6,-89.63
1191.516,-507.57,174.72,-89.06
1191.524,-229.95,214.87,-90.59
1191.532,-108.0,223.49,-87.21
1191.54,-212.38,211.82,-85.44
1191.547,-193.34,217.94,-92.77
1191.555,-103.06,230.36,-103.39
1191.563,-114.31,229.45,-105.88
1191.57,-138.67,228.54,-96.88
1191.578,-124.72,227.63,-78.91
1191.586,-133.47,226.72,-51.8
1191.593,-138.87,225.81,-21.88
1191.601,-110.23,224.9,-8.87
1191.609,-87.39,223.99,-20.14
1191.616,-74.53,220.49,-33.85
1191.624,-56.32,200.46,-30.11
1191.632,-50.14,169.39,-19.29
1191.64,-42.86,106.71,-19.76
1191.647,-7.39,53.79,-25.51
1191.655,24.23,46.93,-21.2
1191.663,24.58,22.06,-14.57
1191.67,30.2,-54.61,-9.11
1191.678,63.44,-106.25,38.82
1191.686,97.79,-104.38,192.32
1191.693,121.58,-111.11,499.05
1191.701,144.01,-137.61,904.74
1191.709,158.86,-145.24,1067.07
1191.716,164.24,-135.88,591.25
1191.724,174.0,-124.31,-248.56
1191.732,184.24,-107.99,-629.45
1191.74,179.05,-97.54,-352.33
1191.747,163.33,-101.61,-49.07
1191.755,145.71,-104.1,-59.22
