time_s,participant_1,participant_2,participant_3
1376.255,-44.18,116.92,7.71
1376.263,-41.89,138.83,31.04
1376.27,-36.31,155.74,42.15
1376.278,-28.81,163.59,64.09
1376.286,-26.39,167.38,112.24
1376.293,-32.9,169.12,161.41
1376.301,-39.49,163.2,198.97
1376.309,-37.36,150.32,241.29
1376.316,-29.32,137.39,283.2
1376.324,-21.31,122.2,296.83
1376.332,-16.07,96.86,284.36
1376.34,-14.91,62.55,271.42
1376.347,-15.12,26.7,251.85
1376.355,-11.98,-6.37,196.8
1376.363,-6.24,-35.68,110.62
1376.37,-0.19,-60.97,27.92
1376.378,5.46,-80.62,-33.82
1376.386,2.2,-92.38,-83.41
1376.393,-17.38,-98.28,-128.6
1376.401,-37.17,-102.49,-164.61
1376.409,-35.86,-104.17,-186.31
1376.416,-21.99,-100.66,-196.98
1376.424,-18.07,-94.51,-204.62
1376.432,-22.57,-90.86,-211.83
1376.44,-10.41,-90.98,-208.48
1376.447,31.02,-91.22,-188.23
1376.455,72.4,-87.7,-168.14
1376.463,74.63,-82.04,-163.08
1376.47,52.31,-79.27,-158.97
1376.478,47.63,-79.31,-142.79
1376.486,54.3,-79.34,-125.74
1376.493,43.12,-79.38,-117.97
1376.501,20.52,-79.42,-115.14
1376.509,5.52,-79.46,-110.53
1376.516,7.97,-79.49,-103.72
1376.524,19.15,-79.53,-102.46
1376.532,-3.53,-79.57,-108.78
1376.54,-53.3,-80.53,-110.54
1376.547,-54.21,-79.88,-103.66
1376.555,27.47,-79.77,-97.99
1376.563,309.08,-80.78,-95.51
1376.57,913.62,-79.69,-95.31
1376.578,1368.58,-77.75,-102.33
1376.586,1043.77,-78.52,-108.08
1376.593,74.54,-79.66,-100.74
1376.601,-219.74,-77.24,-94.94
1376.609,-288.22,-72.87,-106.11
1376.616,-117.35,-69.76,-117.09
1376.624,-129.31,-68.14,-106.88
1376.632,-139.78,-66.39,-79.03
1376.64,-116.15,-63.43,-48.34
1376.647,-116.77,-60.2,-30.29
1376.655,-110.37,-58.55,-32.77
1376.663,-101.41,-58.12,-44.84
1376.67,-114.09,-56.79,-52.91
1376.678,-134.33,-53.7,-56.15
1376.686,-134.78,-50.84,-62.35
1376.693,-113.42,-50.99,-66.64
1376.701,-88.94,-52.51,-59.46
1376.709,-70.84,-50.54,-58.67
1376.716,-53.62,-45.61,-51.9
1376.724,-35.71,-42.82,24.71
1376.732,-18.73,-43.01,268.11
1376.74,0.52,-43.39,803.87
1376.747,23.5,-42.9,1495.12
1376.755,47.94,-41.26,1643.31
1376.763,69.13,-38.61,765.38
1376.77,81.15,-36.43,-373.03
1376.778,86.41,-35.19,-661.69
1376.786,92.86,-33.72,-276.17
1376.793,98.63,-32.2,-96.33
1376.801,95.58,-32.2,-203.86
1376.809,80.07,-32.69,-198.66
1376.816,52.32,-30.12,-111.84
1376.824,18.77,-24.65,-116.1
1376.832,-8.6,-21.14,-131.3
1376.84,-27.44,-21.38,-99.11
1376.847,-50.7,-22.58,-79.29
1376.855,-87.92,-23.0,-71.42
1376.863,-126.22,-21.75,-51.08
1376.87,-142.41,-18.26,-37.54
1376.878,-134.57,-15.38,-28.61
1376.886,-121.12,-15.49,-4.67
1376.893,-110.54,-16.67,25.54
1376.901,-100.51,-18.27,53.42
1376.909,-94.39,-21.86,87.15
1376.916,-91.3,-24.43,128.93
1376.924,-81.59,-20.01,176.77
1376.932,-65.78,-8.94,227.12
1376.94,-53.21,0.52,266.49
1376.947,-46.11,4.11,287.52
1376.955,-42.99,6.84,297.51
1376.963,-42.58,4.23,297.79
1376.97,-39.73,-13.12,280.62
1376.978,-34.92,-23.81,242.73
1376.986,-37.54,-13.79,184.87
1376.993,-47.47,-19.25,112.35
1377.001,-53.03,-26.8,35.67
1377.009,-51.06,4.94,-39.91
1377.016,-47.46,2.22,-110.22
1377.024,-42.93,55.01,-161.75
1377.032,-35.11,490.64,-188.7
1377.04,-27.75,1057.6,-203.61
1377.047,-26.85,1016.64,-212.15
1377.055,-30.39,357.01,-207.66
1377.063,-29.16,40.88,-199.76
1377.07,-20.21,-259.2,-202.32
1377.078,-10.85,-109.69,-197.6
1377.086,-6.49,-41.86,-168.62
1377.093,-6.65,-84.36,-141.24
1377.101,-9.72,-64.53,-137.99
1377.109,-10.37,-62.75,-137.75
1377.116,-3.07,-56.09,-121.28
1377.124,6.77,-40.5,-100.52
1377.132,10.06,-33.89,-89.75
1377.14,8.04,-27.59,-89.57
1377.147,6.45,-12.67,-91.16
1377.155,6.13,5.29,-85.94
1377.163,5.82,23.15,-81.49
1377.17,5.75,40.98,-88.05
1377.178,6.64,59.35,-94.98
1377.186,7.5,79.68,-93.24
1377.193,12.23,101.13,-93.72
1377.201,30.74,122.89,-99.58
1377.209,56.54,145.4,-100.51
1377.216,62.69,164.76,-99.92
1377.224,44.2,175.59,-121.13
1377.232,32.42,179.22,-109.35
1377.24,37.55,179.49,-106.86
1377.247,26.37,175.12,-111.66
1377.255,-10.42,163.65,-93.94
1377.263,-36.11,146.61,-65.62
1377.27,-35.58,126.91,-36.99
1377.278,-27.21,103.61,-13.28
1377.286,-19.28,71.82,-21.94
1377.293,-29.0,32.3,-55.68
1377.301,-69.2,-4.11,-59.96
1377.309,-59.28,-31.79,-38.21
1377.316,132.99,-56.75,-42.66
1377.324,553.6,-79.84,-57.64
1377.332,1089.2,-94.97,-35.83
1377.34,1372.47,-103.73,-8.75
1377.347,976.09,-110.19,-27.21
1377.355,99.0,-111.95,-45.54
1377.363,-439.58,-108.81,23.23
1377.37,-343.63,-104.0,259.47
1377.378,-164.86,-97.39,805.17
1377.386,-226.18,-90.42,1527.29
1377.393,-273.59,-87.62,1614.85
1377.401,-209.98,-88.25,552.41
1377.409,-195.03,-87.81,-649.12
1377.416,-217.15,-85.56,-741.68
1377.424,-195.45,-83.45,-180.54
1377.432,-179.76,-82.58,-50.83
1377.44,-192.83,-82.94,-243.37
1377.447,-184.42,-83.74,-223.48
1377.455,-157.93,-85.42,-123.25
1377.463,-145.19,-89.1,-131.08
1377.47,-136.16,-92.04,-114.05
1377.478,-118.34,-90.41,-66.95
1377.486,-103.54,-86.2,-73.08
1377.493,-96.03,-83.6,-70.31
1377.501,-84.46,-82.84,-31.27
1377.509,-63.43,-82.29,-14.4
1377.516,-38.39,-81.14,-8.55
1377.524,-13.61,-79.86,21.03
1377.532,10.17,-79.49,55.52
1377.54,32.79,-78.41,88.35
1377.547,58.13,-74.48,133.64
1377.555,87.11,-70.75,178.27
1377.563,109.46,-70.31,214.08
1377.57,120.4,-69.46,258.85
1377.578,128.02,-65.55,311.57
1377.586,133.0,-62.34,355.07
1377.593,128.97,-59.53,384.23
1377.601,119.01,-58.62,385.93
1377.609,105.56,-57.64,350.49
1377.616,82.49,-50.9,302.55
1377.624,51.09,-48.35,252.92
1377.632,21.41,-48.13,174.67
1377.64,-2.24,-45.11,71.07
1377.647,-23.34,-40.44,-17.96
1377.655,-45.33,-39.78,-81.98
1377.663,-63.99,-41.22,-134.69
1377.67,-71.97,-39.3,-170.05
1377.678,-72.73,-36.29,-178.4
1377.686,-73.41,-35.79,-175.59
1377.693,-69.95,-34.63,-185.44
1377.701,-61.05,-31.46,-206.56
1377.709,-55.24,-30.19,-213.78
1377.716,-50.28,-31.0,-196.14
1377.724,-42.14,-30.71,-174.98
1377.732,-33.04,-29.63,-168.84
1377.74,-27.12,-29.06,-165.34
1377.747,-32.37,-27.56,-147.5
1377.755,-35.26,-24.24,-121.81
1377.763,-31.16,-21.78,-105.46
1377.77,-27.06,-23.52,-102.1
1377.778,-33.08,-27.56,-101.64
1377.786,-52.95,-26.59,-101.18
1377.793,-71.13,-17.41,-100.72
1377.801,-71.71,-6.31,-100.25
1377.809,-63.18,0.63,-99.79
1377.816,-57.83,5.59,-99.33
1377.824,-53.82,8.7,-98.86
1377.832,-48.96,0.76,-98.4
1377.84,-44.27,-18.02,-97.94
1377.847,-40.61,-27.33,-85.43
1377.855,-39.6,-18.78,-73.58
1377.863,-37.02,-12.36,-79.61
1377.87,-32.59,-14.39,-94.01
1377.878,-39.6,-10.81,-99.35
1377.886,-56.59,18.93,-98.22
1377.893,-60.84,205.81,-93.01
1377.901,-48.01,716.3,-80.52
1377.909,-34.63,1265.39,-76.82
1377.916,-27.61,1163.17,-92.36
1377.924,-26.64,368.81,-103.78
1377.932,-32.25,-241.46,-96.19
1377.94,-37.72,-201.61,-85.71
1377.947,-33.31,-24.37,-82.68
1377.955,-9.86,-89.68,-84.61
1377.963,36.06,-158.16,-89.65
1377.97,75.84,-103.61,-91.27
1377.978,67.03,-85.68,-93.71
1377.986,25.11,-113.55,-111.11
1377.993,10.17,-99.82,-126.35
1378.001,26.19,-77.02,-112.15
1378.009,23.16,-76.75,-83.27
1378.016,-4.73,-67.29,-61.05
1378.024,-22.32,-50.34,-38.55
1378.032,-25.5,-44.69,-20.8
1378.04,-24.02,-37.5,-28.12
1378.047,-18.35,-21.01,-54.61
1378.055,-35.19,-5.45,-74.4
1378.063,-64.75,8.41,-71.31
1378.07,29.21,25.05,-51.59
1378.078,387.82,42.3,-40.57
1378.086,962.15,59.95,-49.24
1378.093,1431.79,79.9,-62.65
1378.101,1299.98,99.43,-74.12
1378.109,447.64,117.52,-71.8
1378.116,-399.31,136.75,-16.98
1378.124,-497.61,154.71,142.92
1378.132,-167.46,166.71,546.58
1378.14,-99.1,170.36,1247.74
1378.147,-216.46,171.73,1676.79
1378.155,-181.62,173.1,1042.86
1378.163,-116.15,172.52,-233.69
1378.17,-155.21,166.27,-790.64
1378.178,-165.1,155.49,-401.33
1378.186,-117.14,143.53,-77.36
1378.193,-102.98,127.73,-172.64
1378.201,-106.95,103.17,-214.65
1378.209,-96.59,70.62,-121.93
1378.216,-98.66,36.25,-118.03
1378.224,-107.43,5.04,-137.67
1378.232,-104.38,-22.77,-99.23
1378.24,-103.49,-47.68,-87.6
1378.247,-101.32,-67.78,-94.62
1378.255,-84.12,-82.84,-58.88
1378.263,-67.03,-94.36,-23.85
1378.27,-55.93,-99.51,-24.23
1378.278,-33.71,-95.72,-14.75
1378.286,-3.77,-89.61,22.38
1378.293,7.37,-87.85,50.74
1378.301,18.52,-86.91,73.59
1378.309,36.34,-82.76,130.62
1378.316,55.8,-78.49,187.12
1378.324,72.29,-75.95,175.9
1378.332,88.77,-72.99,118.68
1378.34,105.96,-69.76,107.07
1378.347,118.73,-68.41,87.59
1378.355,118.62,-69.16,72.59
1378.363,97.14,-70.31,54.04
1378.37,61.8,-70.08,34.93
1378.378,35.92,-69.44,16.21
1378.386,19.12,-71.17,-21.48
1378.393,-14.93,-74.14,-48.72
1378.401,-65.76,-74.33,-158.88
1378.409,-104.97,-71.94,-205.13
1378.416,-125.45,-69.98,-179.73
1378.424,-139.15,-69.11,-152.79
1378.432,-145.8,-68.55,-150.12
1378.44,-141.12,-67.54,-138.73
1378.447,-132.3,-65.95,-123.31
1378.455,-127.33,-65.48,-119.23
1378.463,-123.5,-66.42,-114.51
1378.47,-112.92,-65.62,-107.12
1378.478,-95.83,-62.02,-110.77
1378.486,-82.88,-59.23,-123.25
1378.493,-80.91,-59.87,-125.89
1378.501,-84.12,-61.73,-113.23
1378.509,-83.09,-61.31,-103.91
1378.516,-75.02,-58.85,-111.38
1378.524,-63.07,-56.79,-122.14
1378.532,-51.28,-55.22,-120.76
1378.54,-43.16,-53.48,-115.64
1378.547,-42.27,-52.63,-118.8
1378.555,-47.0,-52.57,-120.85
1378.563,-48.79,-51.63,-110.36
1378.57,-43.15,-50.48,-96.88
1378.578,-35.43,-50.42,-91.37
1378.586,-31.29,-49.95,-89.51
1378.593,-31.63,-47.69,-87.88
1378.601,-34.6,-45.42,-88.17
1378.609,-35.14,-44.78,-88.04
1378.616,-29.41,-44.83,-89.53
1378.624,-20.16,-44.39,-96.44
1378.632,-12.63,-43.6,-92.65
1378.64,-10.22,-42.72,-57.67
1378.647,-12.63,-42.2,-9.02
1378.655,-13.59,-42.42,11.93
1378.663,-7.75,-41.85,-1.47
1378.67,1.28,-39.17,-21.38
1378.678,7.05,-35.7,-34.31
1378.686,6.43,-36.98,-40.56
1378.693,-1.27,-37.93,-34.19
1378.701,-8.26,-34.6,-22.16
1378.709,4.61,-36.22,-17.19
1378.716,45.08,-41.03,-10.86
1378.724,83.32,-40.58,-5.43
1378.732,78.07,-33.01,-13.88
1378.74,39.81,-19.64,2.82
1378.747,21.69,-5.8,106.95
1378.755,33.85,3.67,364.25
1378.763,35.15,6.58,884.49
1378.77,14.61,1.23,1496.38
1378.778,-2.12,-13.21,1468.02
1378.786,-9.05,-28.34,427.35
1378.793,-11.24,-29.14,-669.04
1378.801,-13.0,-18.25,-738.72
1378.809,-36.29,-14.85,-196.22
1378.816,-57.95,-17.75,-11.72
1378.824,32.89,-7.4,-136.82
1378.832,330.39,64.92,-105.42
1378.84,819.72,347.49,-10.18
1378.847,1290.62,895.32,-33.19
1378.855,1291.22,1275.55,-47.57
1378.863,942.71,924.58,-3.14
1378.87,537.84,110.86,8.58
1378.878,48.59,-296.49,0.87
1378.886,-430.62,-141.77,15.62
1378.893,-271.14,-18.98,18.61
1378.901,-86.61,-118.52,21.6
1378.909,-183.79,-149.18,24.59
1378.916,-250.83,-83.9,27.58
1378.924,-179.13,-85.0,30.57
1378.932,-158.13,-108.97,33.56
1378.94,-189.94,-84.21,36.55
1378.947,-181.0,-66.08,39.54
1378.955,-162.81,-70.76,44.29
1378.963,-157.33,-61.23,56.03
1378.97,-138.37,-45.94,78.27
1378.978,-123.12,-38.56,99.8
1378.986,-125.4,-26.48,127.66
1378.993,-122.47,-11.49,168.58
1379.001,-109.69,0.01,213.63
1379.009,-95.64,17.17,255.83
1379.016,-77.65,39.43,295.03
1379.024,-61.16,55.73,327.49
1379.032,-53.53,70.18,345.34
1379.04,-45.91,92.58,342.97
1379.047,-31.44,118.39,322.81
1379.055,-13.58,139.45,292.7
1379.063,8.16,156.44,249.97
1379.07,33.87,170.36,179.73
1379.078,56.42,177.42,83.64
1379.086,72.58,177.92,-9.15
1379.093,85.54,177.02,-78.15
1379.101,95.51,173.18,-132.2
1379.109,99.05,159.58,-178.35
1379.116,94.3,138.07,-204.63
1379.124,82.22,115.57,-208.96
1379.132,63.41,90.01,-208.67
1379.14,37.72,57.31,-212.79
1379.147,8.54,22.49,-215.54
1379.155,-19.54,-10.34,-212.72
1379.163,-46.14,-43.0,-203.8
1379.17,-70.36,-70.8,-190.12
1379.178,-88.09,-86.15,-176.98
1379.186,-98.25,-94.29,-166.77
1379.193,-102.46,-104.09,-156.85
1379.201,-101.97,-110.8,-146.31
1379.209,-99.25,-106.84,-135.3
1379.216,-95.2,-97.95,-123.03
1379.224,-88.57,-92.9,-111.11
1379.232,-82.74,-90.65,-103.36
1379.24,-82.7,-88.36,-102.96
1379.247,-84.8,-85.32,-107.94
1379.255,-80.16,-80.54,-110.55
1379.263,-67.49,-78.15,-108.5
1379.27,-54.96,-76.44,-107.9
1379.278,-47.9,-73.86,-109.75
1379.286,-42.69,-71.27,-110.2
1379.293,-36.82,-70.23,-111.05
1379.301,-32.96,-70.91,-112.94
1379.309,-30.51,-71.58,-111.11
1379.316,-27.32,-71.14,-107.08
1379.324,-25.97,-70.68,-107.18
1379.332,-27.11,-70.99,-110.19
1379.34,-27.1,-71.42,-110.28
1379.347,-25.51,-71.44,-106.37
1379.355,-23.53,-71.45,-103.99
1379.363,-20.5,-71.52,-110.98
1379.37,-17.74,-69.9,-122.09
1379.378,-16.63,-65.73,-120.18
1379.386,-15.83,-62.33,-109.56
1379.393,-14.56,-61.86,-103.31
1379.401,-11.34,-61.65,-81.41
1379.409,-7.19,-60.95,-45.61
1379.416,-11.95,-61.36,-43.69
1379.424,-27.55,-60.85,-53.59
1379.432,-37.27,-58.27,0.08
1379.44,-35.21,-57.01,102.39
1379.447,-33.14,-57.84,299.11
1379.455,-24.01,-57.45,521.65
1379.463,-18.34,-54.29,528.44
1379.47,-15.09,-49.91,107.26
1379.478,-11.78,-46.84,-343.1
1379.486,-13.9,-46.32,-308.15
1379.493,-24.63,-46.83,-66.68
1379.501,-28.2,-46.19,-23.26
1379.509,1.91,-43.96,-83.48
1379.516,47.81,-41.16,-91.68
1379.524,47.9,-40.31,-51.21
1379.532,1.81,-43.43,-50.21
1379.54,-16.88,-47.57,-63.01
1379.547,6.74,-47.0,-36.76
1379.555,12.26,-41.81,-8.76
1379.563,-12.35,-38.24,-0.22
1379.57,-28.32,-38.36,7.98
1379.578,-31.45,-37.19,16.48
1379.586,-31.33,-33.29,25.97
1379.593,-26.46,-32.1,43.92
1379.601,-44.0,-34.0,64.93
1379.609,-77.54,-32.19,86.67
1379.616,-14.58,-27.42,115.64
1379.624,255.2,-28.6,150.83
1379.632,734.1,-35.3,189.5
1379.64,1244.27,-38.43,235.44
1379.647,1330.79,-36.88,284.18
1379.655,687.14,-34.64,318.04
1379.663,-163.79,-29.35,328.13
1379.67,-418.11,-20.03,322.53
1379.678,-182.29,-11.51,303.63
1379.686,-98.16,-4.51,261.75
1379.693,-201.24,0.73,196.85
1379.701,-183.32,-4.79,120.28
1379.709,-110.1,-24.1,39.52
1379.716,-126.55,-40.05,-37.9
1379.724,-139.39,-36.39,-100.4
1379.732,-104.14,-23.59,-142.08
1379.74,-95.23,-20.21,-164.37
1379.747,-108.16,-21.61,-174.66
1379.755,-99.45,-8.96,-184.11
1379.763,-83.66,82.01,-193.08
1379.77,-78.04,407.77,-193.53
1379.778,-73.85,956.45,-189.66
1379.786,-66.28,1219.79,-186.93
1379.793,-53.19,723.74,-176.06
1379.801,-34.08,-28.03,-158.1
1379.809,-17.52,-53.34,-149.98
1379.816,-6.18,-78.66,-148.66
1379.824,7.06,-103.98,-136.78
1379.832,23.42,-129.3,-119.67
1379.84,40.63,-154.62,-110.83
1379.847,58.83,-179.93,-104.57
1379.855,72.98,-205.25,-98.57
1379.863,80.36,-230.57,-102.81
1379.87,89.25,-255.89,-105.19
1379.878,102.14,-281.21,-85.73
1379.886,110.8,-306.52,-67.17
1379.893,112.28,-331.84,-78.34
1379.901,105.45,-357.16,-92.22
1379.909,85.77,-382.48,-81.13
1379.916,59.1,-186.97,-76.23
1379.924,32.7,-23.07,-97.53
1379.932,-3.11,-99.03,-104.68
1379.94,-51.44,-149.35,-76.1
1379.947,-92.64,-90.88,-55.47
1379.955,-116.37,-80.39,-75.23
1379.963,-131.95,-106.81,-103.32
1379.97,-140.88,-88.28,-101.95
1379.978,-139.21,-63.24,-80.44
1379.986,-137.34,-65.02,-61.26
1379.993,-145.34,-62.74,-44.06
1380.001,-153.94,-48.71,-41.2
1380.009,-151.51,-38.69,-39.25
1380.016,-141.75,-31.09,-37.29
1380.024,-123.66,-20.22,-35.34
1380.032,-105.8,-7.81,-33.39
1380.04,-90.39,6.94,-31.43
1380.047,-80.94,27.09,-29.48
1380.055,-77.84,50.85,-27.53
1380.063,-72.93,73.01,-25.57
1380.07,-60.93,93.08,-23.62
1380.078,-46.86,116.54,-21.67
1380.086,-38.44,142.96,-19.71
1380.093,-42.85,163.22,-0.74
1380.101,-61.22,175.8,1.31
1380.109,-77.64,187.82,-27.15
1380.116,-75.17,195.85,-50.31
1380.124,-60.89,190.69,-30.92
1380.132,-52.01,177.13,0.91
1380.14,-51.89,164.34,-2.68
1380.147,-54.58,148.56,-19.04
1380.155,-54.61,121.98,-3.88
1380.163,-48.92,85.53,17.95
1380.17,-39.72,46.33,10.47
1380.178,-31.86,9.25,22.48
1380.186,-28.03,-26.37,116.42
1380.193,-28.71,-59.47,313.76
1380.201,-30.03,-84.21,692.58
1380.209,-25.66,-100.31,1177.58
1380.216,-15.64,-112.9,1205.84
1380.224,-6.55,-120.9,395.51
1380.232,-5.05,-121.27,-528.3
1380.24,-12.75,-118.21,-623.6
1380.247,-21.3,-116.01,-178.75
1380.255,-19.68,-113.16,-12.27
1380.263,-9.56,-107.9,-111.29
1380.27,-0.66,-100.45,-92.71
1380.278,2.91,-92.41,-24.93
1380.286,1.62,-87.89,-45.29
1380.293,-1.45,-87.8,-46.96
1380.301,-0.56,-86.48,-5.05
1380.309,4.92,-82.0,-3.61
1380.316,8.92,-80.02,-20.14
1380.324,9.64,-81.46,-3.58
1380.332,18.85,-80.78,20.31
1380.34,50.35,-78.75,29.5
1380.347,87.64,-81.28,42.09
1380.355,92.15,-85.41,66.35
1380.363,68.51,-82.95,91.95
1380.37,62.29,-76.43,116.24
1380.378,73.23,-75.07,149.02
1380.386,59.88,-78.65,196.08
1380.393,28.26,-80.71,247.68
1380.401,15.67,-79.92,288.71
1380.409,19.49,-77.79,315.32
1380.416,21.28,-75.15,330.56
1380.424,15.21,-73.47,329.23
1380.432,-16.05,-73.06,303.74
1380.44,-50.49,-70.84,257.77
1380.447,27.35,-64.63,196.66
1380.455,329.62,-63.21,117.27
1380.463,835.8,-64.56,24.61
1380.47,1294.99,-64.83,-58.87
1380.478,1244.25,-63.16,-116.77
1380.486,516.4,-57.63,-155.13
1380.493,-274.03,-52.31,-184.91
1380.501,-431.88,-52.07,-205.4
1380.509,-179.67,-52.97,-213.35
1380.516,-122.67,-50.16,-212.43
1380.524,-233.67,-47.76,-207.49
1380.532,-206.98,-49.78,-201.37
1380.54,-117.03,-51.2,-197.47
1380.547,-138.37,-46.26,-195.39
1380.555,-115.73,-38.45,-188.13
1380.563,-96.34,-36.08,-171.4
1380.57,-80.42,-39.61,-151.7
1380.578,-63.12,-41.08,-139.7
1380.586,-73.71,-38.31,-136.04
1380.593,-87.88,-36.62,-129.45
1380.601,-79.01,-36.06,-115.69
1380.609,-59.01,-33.39,-105.58
1380.616,-47.06,-29.4,-102.74
1380.624,-37.01,-23.85,-97.83
1380.632,-16.34,5.39,-88.99
1380.64,11.13,159.83,-86.51
1380.647,38.6,564.69,-80.63
1380.655,64.72,1042.67,-78.05
1380.663,84.3,1055.3,-83.36
1380.67,94.47,426.54,-93.81
1380.678,100.25,-210.29,-95.28
1380.686,101.68,-284.72,-87.64
1380.693,92.17,-79.74,-82.37
1380.701,71.1,-60.3,-79.34
1380.709,44.99,-141.34,-74.64
1380.716,18.05,-118.0,-74.73
1380.724,-10.63,-78.01,-82.75
1380.732,-40.23,-96.3,-88.76
1380.74,-66.41,-97.38,-84.88
1380.747,-88.43,-70.56,-76.74
1380.755,-106.54,-64.83,-68.73
1380.763,-116.32,-65.99,-48.31
1380.77,-118.88,-48.82,-11.3
1380.778,-121.59,-30.64,10.49
1380.786,-121.64,-22.74,-7.8
1380.793,-112.2,-13.1,-35.22
1380.801,-99.95,3.23,-34.52
1380.809,-92.6,19.31,-22.59
1380.816,-85.23,34.4,-25.85
1380.824,-73.38,56.2,-26.17
1380.832,-60.79,84.74,-8.29
1380.84,-50.93,110.94,-5.01
1380.847,-42.7,134.74,-22.08
1380.855,-33.59,161.4,14.41
1380.863,-25.36,184.22,154.02
1380.87,-21.88,199.53,392.53
1380.878,-20.3,217.36,738.26
1380.886,-17.74,233.1,991.27
1380.893,-17.84,227.26,691.54
1380.901,-20.34,205.05,-115.63
1380.909,-26.7,188.54,-601.27
1380.916,-43.85,174.86,-362.0
1380.924,-59.78,144.92,-19.76
1380.932,-57.76,98.24,-40.26
1380.94,-54.47,49.99,-123.29
1380.947,-65.32,9.05,-57.46
1380.955,-70.2,-25.65,-23.96
1380.963,-60.09,-56.29,-59.05
1380.97,-52.71,-82.82,-47.7
1380.978,-49.97,-104.49,-18.08
1380.986,-42.83,-118.51,-21.15
1380.993,-35.8,-123.03,-18.05
1381.001,-30.94,-122.71,1.48
1381.009,-23.82,-121.75,13.83
1381.016,-17.95,-118.69,27.81
1381.024,-15.67,-113.73,51.86
1381.032,-12.25,-110.79,74.64
1381.04,-6.98,-106.8,94.79
1381.047,-2.6,-98.03,120.77
1381.055,0.49,-89.26,157.07
1381.063,3.02,-83.16,200.94
1381.07,5.75,-77.76,242.85
1381.078,7.41,-76.66,277.46
1381.086,7.4,-81.28,304.56
1381.093,10.53,-83.28,316.0
1381.101,14.74,-80.86,304.06
1381.109,18.96,-82.5,274.58
1381.116,24.89,-87.68,232.7
1381.124,21.42,-89.27,172.95
1381.132,13.36,-90.57,95.21
1381.14,10.99,-95.0,14.28
1381.147,17.73,-94.02,-54.28
1381.155,27.33,-85.28,-108.21
1381.163,40.11,-81.32,-150.94
1381.17,58.77,-86.79,-178.89
1381.178,63.47,-90.49,-188.84
1381.186,42.47,-87.29,-188.67
1381.193,27.06,-83.99,-187.35
1381.201,32.23,-81.13,-184.14
1381.209,24.55,-73.95,-178.96
1381.216,-2.86,-68.59,-175.53
1381.224,-19.06,-72.21,-173.34
1381.232,-23.49,-76.0,-166.31
1381.24,-25.2,-71.27,-151.56
1381.247,-12.14,-65.5,-133.06
1381.255,-14.7,-64.62,-117.87
1381.263,-62.93,-63.22,-108.82
1381.27,-46.96,-59.79,-101.51
1381.278,204.37,-55.93,-93.24
1381.286,729.24,-48.68,-88.29
1381.293,1342.8,-43.43,-87.76
1381.301,1552.74,-48.72,-85.25
1381.309,913.14,-54.89,-79.78
1381.316,-129.44,-52.41,-79.81
1381.324,-546.1,-51.37,-86.73
1381.332,-249.65,-53.83,-90.2
1381.34,-71.18,-47.43,-86.91
1381.347,-221.13,-36.53,-85.33
1381.355,-254.91,-32.19,-87.37
1381.363,-152.42,-20.87,-86.62
1381.37,-154.49,57.05,-83.26
1381.378,-182.29,328.64,-82.15
1381.386,-140.28,817.15,-82.76
1381.393,-124.76,1136.15,-83.21
1381.401,-148.05,791.74,-86.34
1381.409,-144.27,19.31,-93.72
1381.416,-135.5,-371.34,-98.38
1381.424,-150.18,-193.81,-93.02
1381.432,-158.31,-19.9,-82.58
1381.44,-149.71,-95.33,-71.59
1381.447,-144.96,-145.07,-50.12
1381.455,-143.56,-91.87,-20.32
1381.463,-128.51,-83.73,-10.68
1381.47,-98.57,-102.82,-30.33
1381.478,-66.88,-82.3,-48.85
1381.486,-40.01,-65.47,-46.62
1381.493,-15.71,-63.89,-39.04
1381.501,6.76,-46.57,-37.52
1381.509,29.43,-32.78,-29.22
1381.516,57.41,-32.65,-10.5
1381.524,87.46,-18.69,-5.12
1381.532,108.68,4.19,-11.35
1381.54,115.95,15.8,28.42
1381.547,112.3,29.25,161.65
1381.555,103.84,50.67,418.92
1381.563,95.05,61.71,803.63
1381.57,83.88,72.76,1043.1
1381.578,65.07,92.98,676.0
1381.586,35.83,119.63,-149.27
1381.593,-2.34,147.46,-591.33
1381.601,-39.56,170.49,-345.48
1381.609,-63.55,194.12,-34.67
1381.616,-74.84,215.46,-46.03
1381.624,-82.51,224.58,-97.21
1381.632,-90.46,227.19,-31.41
1381.64,-98.5,229.56,-7.1
1381.647,-103.47,220.23,-35.9
1381.655,-99.17,193.68,-21.25
1381.663,-85.26,160.82,7.69
1381.67,-75.01,125.94,9.93
1381.678,-64.33,84.51,13.3
1381.686,-55.69,37.58,24.14
1381.693,-58.2,-9.38,31.11
1381.701,-63.94,-49.23,45.59
1381.709,-59.14,-77.47,65.61
1381.716,-43.68,-99.94,77.97
1381.724,-31.74,-120.62,101.41
1381.732,-36.66,-131.6,153.81
1381.74,-58.59,-131.22,232.45
1381.747,-78.3,-128.7,254.64
1381.755,-76.62,-126.04,301.12
1381.763,-62.6,-120.42,313.74
1381.77,-56.3,-114.73,296.49
1381.778,-57.96,-109.83,259.78
1381.786,-59.82,-103.39,206.97
1381.793,-60.83,-96.77,136.79
1381.801,-57.37,-90.34,59.87
1381.809,-47.02,-84.35,-12.76
1381.816,-37.36,-83.83,-73.79
1381.824,-35.03,-87.6,-117.85
1381.832,-37.25,-87.32,-149.51
1381.84,-37.43,-84.39,-173.05
1381.847,-31.49,-85.32,-183.43
