pair,time_s,r
p2p3,5920.0,0.7051
p2p3,5930.0,0.7772
p2p3,5940.0,0.7103
p2p3,5950.0,0.5616
p2p3,5960.0,0.1875
p3p1,30.0,-0.3185
p3p1,40.0,-0.4267
p3p1,50.0,-0.4248
p3p1,60.0,-0.5231
p3p1,70.0,-0.2659
p3p1,80.0,-0.1268
p3p1,90.0,-0.1553
p3p1,100.0,-0.0709
p3p1,110.0,-0.1127
p3p1,120.0,-0.1458
p3p1,130.0,-0.1253
p3p1,140.0,-0.1112
p3p1,150.0,-0.0013
p3p1,160.0,-0.096
p3p1,170.0,0.0663
p3p1,180.0,0.3041
p3p1,190.0,0.2038
p3p1,200.0,0.1277
p3p1,210.0,-0.0551
p3p1,220.0,0.0417
p3p1,230.0,0.0785
p3p1,240.0,0.1089
p3p1,250.0,0.1529
p3p1,260.0,0.1595
p3p1,270.0,0.0901
p3p1,280.0,0.0564
p3p1,290.0,-0.0388
p3p1,300.0,-0.1667
p3p1,310.0,-0.3185
p3p1,320.0,-0.3588
p3p1,330.0,-0.4327
p3p1,340.0,-0.5074
p3p1,350.0,-0.296
p3p1,360.0,-0.2252
p3p1,370.0,-0.1166
p3p1,380.0,-0.0004
p3p1,390.0,0.0113
p3p1,400.0,0.1317
p3p1,410.0,0.0408
p3p1,420.0,0.1355
p3p1,430.0,0.1424
p3p1,440.0,0.138
p3p1,450.0,0.0062
p3p1,460.0,-0.0684
p3p1,470.0,-0.2739
p3p1,480.0,-0.3731
p3p1,490.0,-0.2936
p3p1,500.0,-0.3121
p3p1,510.0,-0.0738
p3p1,520.0,0.0425
p3p1,530.0,0.176
p3p1,540.0,0.2429
p3p1,550.0,0.3022
p3p1,560.0,0.5291
p3p1,570.0,0.5619
p3p1,580.0,0.5652
p3p1,590.0,0.413
p3p1,600.0,0.0064
p3p1,610.0,-0.0871
p3p1,620.0,-0.0938
p3p1,630.0,-0.1575
p3p1,640.0,-0.14
p3p1,650.0,-0.0137
p3p1,660.0,0.3004
p3p1,670.0,0.4472
p3p1,680.0,0.4397
p3p1,690.0,0.545
p3p1,700.0,0.3826
p3p1,710.0,0.3956
p3p1,720.0,0.076
p3p1,730.0,0.0266
p3p1,740.0,0.1442
p3p1,750.0,0.1897
p3p1,760.0,0.1662
p3p1,770.0,0.2038
p3p1,780.0,0.2238
p3p1,790.0,-0.0109
p3p1,800.0,-0.1364
p3p1,810.0,-0.1793
p3p1,820.0,-0.0853
p3p1,830.0,-0.1712
p3p1,840.0,-0.3092
p3p1,850.0,0.1238
p3p1,860.0,0.1216
p3p1,870.0,0.1714
p3p1,880.0,0.1336
p3p1,890.0,0.1382
p3p1,900.0,0.0055
p3p1,910.0,-0.1301
p3p1,920.0,-0.0931
p3p1,930.0,-0.1881
p3p1,940.0,-0.2623
p3p1,950.0,-0.2411
p3p1,960.0,0.0147
p3p1,970.0,-0.1483
p3p1,980.0,-0.1758
p3p1,990.0,-0.1585
p3p1,1000.0,-0.1905
p3p1,1010.0,-0.2402
p3p1,1020.0,-0.3681
p3p1,1030.0,-0.4114
p3p1,1040.0,-0.2514
p3p1,1050.0,-0.2061
p3p1,1060.0,-0.0807
p3p1,1070.0,0.0578
p3p1,1080.0,0.0277
p3p1,1090.0,-0.1875
p3p1,1100.0,-0.38
p3p1,1110.0,-0.3658
p3p1,1120.0,-0.4706
p3p1,1130.0,-0.2249
p3p1,1140.0,-0.147
p3p1,1150.0,-0.3468
p3p1,1160.0,-0.2921
p3p1,1170.0,-0.295
p3p1,1180.0,-0.2493
p3p1,1190.0,-0.3891
p3p1,1200.0,-0.4116
p3p1,1210.0,-0.2709
p3p1,1220.0,-0.3219
p3p1,1230.0,-0.293
p3p1,1240.0,0.0391
p3p1,1250.0,0.0278
p3p1,1260.0,-0.0302
p3p1,1270.0,-0.0094
p3p1,1280.0,-0.012
p3p1,1290.0,-0.0709
p3p1,1300.0,0.0121
p3p1,1310.0,0.0268
p3p1,1320.0,0.0763
p3p1,1330.0,0.1093
p3p1,1340.0,0.1474
p3p1,1350.0,0.2549
p3p1,1360.0,0.0683
p3p1,1370.0,0.0173
p3p1,1380.0,0.0388
p3p1,1390.0,-0.0762
p3p1,1400.0,-0.0695
p3p1,1410.0,-0.0696
p3p1,1420.0,0.0544
p3p1,1430.0,-0.06
p3p1,1440.0,0.004
p3p1,1450.0,0.0014
p3p1,1460.0,0.0406
p3p1,1470.0,-0.0247
p3p1,1480.0,-0.0743
p3p1,1490.0,-0.0542
p3p1,1500.0,-0.0529
p3p1,1510.0,-0.0338
p3p1,1520.0,-0.0124
p3p1,1530.0,-0.0141
p3p1,1540.0,-0.0308
p3p1,1550.0,-0.1254
p3p1,1560.0,0.0048
p3p1,1570.0,0.0802
p3p1,1580.0,-0.0072
p3p1,1590.0,-0.0769
p3p1,1600.0,0.023
p3p1,1610.0,0.221
p3p1,1620.0,0.1241
p3p1,1630.0,0.1692
p3p1,1640.0,0.3397
p3p1,1650.0,0.203
p3p1,1660.0,0.1569
p3p1,1670.0,0.0389
p3p1,1680.0,-0.0387
p3p1,1690.0,-0.0018
p3p1,1700.0,-0.0284
p3p1,1710.0,0.0218
p3p1,1720.0,0.0112
p3p1,1730.0,-0.0067
p3p1,1740.0,-0.0231
p3p1,1750.0,0.0025
p3p1,1760.0,-0.047
p3p1,1770.0,-0.1383
p3p1,1780.0,-0.2375
p3p1,1790.0,-0.3319
p3p1,1800.0,-0.4621
p3p1,1810.0,-0.4055
p3p1,1820.0,0.0182
p3p1,1830.0,0.359
p3p1,1840.0,0.2365
p3p1,1850.0,-0.0903
p3p1,1860.0,-0.3367
p3p1,1870.0,-0.3416
p3p1,1880.0,-0.2575
p3p1,1890.0,-0.1415
p3p1,1900.0,0.0108
p3p1,1910.0,0.0389
p3p1,1920.0,0.0636
p3p1,1930.0,0.1441
p3p1,1940.0,0.1019
p3p1,1950.0,0.1096
p3p1,1960.0,0.0676
p3p1,1970.0,0.0847
p3p1,1980.0,0.1826
p3p1,1990.0,0.1656
p3p1,2000.0,0.1763
p3p1,2010.0,0.1552
p3p1,2020.0,0.1577
p3p1,2030.0,0.091
p3p1,2040.0,-0.0722
p3p1,2050.0,-0.0943
p3p1,2060.0,0.0301
p3p1,2070.0,-0.0054
p3p1,2080.0,-0.0285
p3p1,2090.0,-0.0274
p3p1,2100.0,-0.1172
p3p1,2110.0,-0.0798
p3p1,2120.0,-0.0016
p3p1,2130.0,-0.0055
p3p1,2140.0,-0.0439
p3p1,2150.0,0.0019
p3p1,2160.0,0.1552
p3p1,2170.0,0.0522
p3p1,2180.0,-0.0335
p3p1,2190.0,-0.1493
p3p1,2200.0,-0.0946
p3p1,2210.0,-0.0964
p3p1,2220.0,-0.1595
p3p1,2230.0,-0.0714
p3p1,2240.0,0.0581
p3p1,2250.0,0.0814
p3p1,2260.0,0.1002
p3p1,2270.0,0.1572
p3p1,2280.0,0.1897
p3p1,2290.0,0.1713
p3p1,2300.0,-0.0348
p3p1,2310.0,-0.0382
p3p1,2320.0,-0.3133
p3p1,2330.0,-0.1613
p3p1,2340.0,-0.0583
p3p1,2350.0,-0.1225
p3p1,2360.0,-0.1219
p3p1,2370.0,-0.3298
p3p1,2380.0,-0.321
p3p1,2390.0,-0.1902
p3p1,2400.0,-0.114
p3p1,2410.0,0.1071
p3p1,2420.0,0.0554
p3p1,2430.0,0.0043
p3p1,2440.0,-0.0087
p3p1,2450.0,0.0101
p3p1,2460.0,-0.0278
p3p1,2470.0,0.0825
p3p1,2480.0,-0.209
p3p1,2490.0,-0.2412
p3p1,2500.0,-0.1676
p3p1,2510.0,-0.1088
p3p1,2520.0,-0.0993
p3p1,2530.0,-0.0739
p3p1,2540.0,0.0013
p3p1,2550.0,0.0922
p3p1,2560.0,0.0633
p3p1,2570.0,0.1029
p3p1,2580.0,0.1446
p3p1,2590.0,0.1218
p3p1,2600.0,0.0862
p3p1,2610.0,0.0597
p3p1,2620.0,0.1155
p3p1,2630.0,-0.0017
p3p1,2640.0,-0.0278
p3p1,2650.0,-0.0621
p3p1,2660.0,-0.0079
p3p1,2670.0,0.0457
p3p1,2680.0,0.0388
p3p1,2690.0,0.0075
p3p1,2700.0,0.0163
p3p1,2710.0,-0.0876
p3p1,2720.0,-0.1094
p3p1,2730.0,-0.2701
p3p1,2740.0,-0.2323
p3p1,2750.0,-0.0635
p3p1,2760.0,-0.0278
p3p1,2770.0,0.017
p3p1,2780.0,0.0078
p3p1,2790.0,0.1601
p3p1,2800.0,0.2122
p3p1,2810.0,0.0791
p3p1,2820.0,0.1286
p3p1,2830.0,-0.0006
p3p1,2840.0,-0.015
p3p1,2850.0,0.0502
p3p1,2860.0,0.0561
p3p1,2870.0,0.0871
p3p1,2880.0,0.1199
p3p1,2890.0,0.0938
p3p1,2900.0,-0.0874
p3p1,2910.0,-0.093
p3p1,2920.0,-0.1223
p3p1,2930.0,-0.0632
p3p1,2940.0,0.0323
p3p1,2950.0,0.0796
p3p1,2960.0,0.1151
p3p1,2970.0,-0.0291
p3p1,2980.0,0.0324
p3p1,2990.0,0.085
p3p1,3000.0,0.1455
p3p1,3010.0,-0.0171
p3p1,3020.0,0.0528
p3p1,3030.0,0.0752
p3p1,3040.0,-0.0602
p3p1,3050.0,-0.1603
p3p1,3060.0,-0.1659
p3p1,3070.0,-0.0122
p3p1,3080.0,-0.0149
p3p1,3090.0,-0.1086
p3p1,3100.0,-0.1839
p3p1,3110.0,-0.0801
p3p1,3120.0,-0.1032
p3p1,3130.0,-0.2242
p3p1,3140.0,-0.2117
p3p1,3150.0,-0.2261
p3p1,3160.0,-0.2531
p3p1,3170.0,-0.2266
p3p1,3180.0,-0.2216
p3p1,3190.0,-0.0674
p3p1,3200.0,0.0409
p3p1,3210.0,0.0634
p3p1,3220.0,0.0722
p3p1,3230.0,0.0219
p3p1,3240.0,0.0876
p3p1,3250.0,0.1426
p3p1,3260.0,0.0723
p3p1,3270.0,0.0407
p3p1,3280.0,0.0196
p3p1,3290.0,0.0557
p3p1,3300.0,0.0691
p3p1,3310.0,0.0213
p3p1,3320.0,-0.029
p3p1,3330.0,0.0765
p3p1,3340.0,0.1404
p3p1,3350.0,0.0774
p3p1,3360.0,0.073
p3p1,3370.0,-0.0645
p3p1,3380.0,0.0046
p3p1,3390.0,-0.2433
p3p1,3400.0,-0.1013
p3p1,3410.0,-0.0234
p3p1,3420.0,-0.1009
p3p1,3430.0,-0.0094
p3p1,3440.0,-0.0585
p3p1,3450.0,0.0545
p3p1,3460.0,-0.0401
p3p1,3470.0,-0.245
p3p1,3480.0,-0.2345
p3p1,3490.0,-0.2857
p3p1,3500.0,-0.2607
p3p1,3510.0,-0.1256
p3p1,3520.0,-0.1471
p3p1,3530.0,-0.1212
p3p1,3540.0,-0.1486
p3p1,3550.0,-0.0924
p3p1,3560.0,-0.0298
p3p1,3570.0,-0.0313
p3p1,3580.0,0.0657
p3p1,3590.0,0.1882
p3p1,3600.0,0.0631
p3p1,3610.0,0.0409
p3p1,3620.0,0.027
p3p1,3630.0,0.081
p3p1,3640.0,0.0071
p3p1,3650.0,-0.0669
p3p1,3660.0,-0.0721
p3p1,3670.0,-0.074
p3p1,3680.0,-0.079
p3p1,3690.0,0.0208
p3p1,3700.0,-0.0157
p3p1,3710.0,0.0741
p3p1,3720.0,0.0658
p3p1,3730.0,-0.009
p3p1,3740.0,0.0778
p3p1,3750.0,0.0026
p3p1,3760.0,0.1161
p3p1,3770.0,0.0754
p3p1,3780.0,0.1339
p3p1,3790.0,0.1925
p3p1,3800.0,0.263
p3p1,3810.0,0.2719
p3p1,3820.0,0.1474
p3p1,3830.0,0.1116
p3p1,3840.0,0.0804
p3p1,3850.0,0.0842
p3p1,3860.0,-0.046
p3p1,3870.0,-0.1484
p3p1,3880.0,-0.0272
p3p1,3890.0,-0.0674
p3p1,3900.0,0.1013
p3p1,3910.0,0.0331
p3p1,3920.0,0.0753
p3p1,3930.0,0.1675
p3p1,3940.0,0.0574
p3p1,3950.0,0.1038
p3p1,3960.0,-0.1361
p3p1,3970.0,-0.1784
p3p1,3980.0,-0.1903
p3p1,3990.0,-0.2122
p3p1,4000.0,-0.2394
p3p1,4010.0,-0.2449
p3p1,4020.0,-0.0831
p3p1,4030.0,0.1475
p3p1,4040.0,0.1083
p3p1,4050.0,-0.0213
p3p1,4060.0,0.1113
p3p1,4070.0,-0.0609
p3p1,4080.0,-0.094
p3p1,4090.0,-0.0532
p3p1,4100.0,-0.0724
p3p1,4110.0,0.0388
p3p1,4120.0,-0.0191
p3p1,4130.0,0.2419
p3p1,4140.0,0.1365
p3p1,4150.0,0.1017
p3p1,4160.0,0.0317
p3p1,4170.0,0.0764
p3p1,4180.0,0.0809
p3p1,4190.0,-0.2022
p3p1,4200.0,-0.2463
p3p1,4210.0,-0.3691
p3p1,4220.0,-0.0486
p3p1,4230.0,0.108
p3p1,4240.0,0.232
p3p1,4250.0,-0.1031
p3p1,4260.0,-0.2131
p3p1,4270.0,-0.0891
p3p1,4280.0,-0.1366
p3p1,4290.0,0.0585
p3p1,4300.0,0.1392
p3p1,4310.0,0.112
p3p1,4320.0,0.1035
p3p1,4330.0,0.007
p3p1,4340.0,-0.1184
p3p1,4350.0,-0.1376
p3p1,4360.0,-0.2611
p3p1,4370.0,-0.1642
p3p1,4380.0,-0.1657
p3p1,4390.0,-0.2291
p3p1,4400.0,-0.1037
p3p1,4410.0,-0.1336
p3p1,4420.0,-0.021
p3p1,4430.0,0.1681
p3p1,4440.0,0.1793
p3p1,4450.0,0.1955
p3p1,4460.0,-0.0347
p3p1,4470.0,-0.158
p3p1,4480.0,-0.205
p3p1,4490.0,-0.4184
p3p1,4500.0,-0.4272
p3p1,4510.0,-0.2365
p3p1,4520.0,-0.0582
p3p1,4530.0,0.0582
p3p1,4540.0,0.0033
p3p1,4550.0,0.1452
p3p1,4560.0,0.1007
p3p1,4570.0,-0.1236
p3p1,4580.0,-0.01
p3p1,4590.0,0.0205
p3p1,4600.0,0.1119
p3p1,4610.0,0.1251
p3p1,4620.0,0.1239
p3p1,4630.0,0.0931
p3p1,4640.0,0.0768
p3p1,4650.0,-0.027
p3p1,4660.0,-0.0875
p3p1,4670.0,-0.2131
p3p1,4680.0,-0.1988
p3p1,4690.0,-0.2276
p3p1,4700.0,-0.1642
p3p1,4710.0,-0.0925
p3p1,4720.0,-0.0107
p3p1,4730.0,0.0054
p3p1,4740.0,-0.0653
p3p1,4750.0,-0.0112
p3p1,4760.0,-0.0985
p3p1,4770.0,-0.1145
p3p1,4780.0,0.0059
p3p1,4790.0,-0.0267
p3p1,4800.0,-0.0754
p3p1,4810.0,-0.0622
p3p1,4820.0,0.1151
p3p1,4830.0,0.1594
p3p1,4840.0,0.07
p3p1,4850.0,0.2279
p3p1,4860.0,0.2881
p3p1,4870.0,-0.0136
p3p1,4880.0,0.2901
p3p1,4890.0,0.4179
p3p1,4900.0,0.516
p3p1,4910.0,0.4069
p3p1,4920.0,0.1005
p3p1,4930.0,0.1407
p3p1,4940.0,0.4319
p3p1,4950.0,0.4222
p3p1,4960.0,0.1168
p3p1,4970.0,-0.3225
p3p1,4980.0,-0.2659
p3p1,4990.0,-0.1721
p3p1,5000.0,-0.126
p3p1,5010.0,-0.1617
p3p1,5020.0,-0.2581
p3p1,5030.0,-0.0336
p3p1,5040.0,0.1199
p3p1,5050.0,-0.013
p3p1,5060.0,-0.2814
p3p1,5070.0,-0.314
p3p1,5080.0,-0.2254
p3p1,5090.0,-0.0613
p3p1,5100.0,-0.0614
p3p1,5110.0,-0.2807
p3p1,5120.0,-0.0923
p3p1,5130.0,-0.0803
p3p1,5140.0,-0.0252
p3p1,5150.0,-0.0044
p3p1,5160.0,-0.0895
p3p1,5170.0,-0.1497
p3p1,5180.0,-0.1771
p3p1,5190.0,-0.2291
p3p1,5200.0,-0.3309
p3p1,5210.0,-0.3679
p3p1,5220.0,-0.1331
p3p1,5230.0,-0.1452
p3p1,5240.0,-0.2372
p3p1,5250.0,-0.2458
p3p1,5260.0,-0.0338
p3p1,5270.0,0.3354
p3p1,5280.0,0.2705
p3p1,5290.0,-0.0287
p3p1,5300.0,-0.141
p3p1,5310.0,-0.271
p3p1,5320.0,-0.2191
p3p1,5330.0,-0.1502
p3p1,5340.0,-0.0931
p3p1,5350.0,0.1161
p3p1,5360.0,0.1714
p3p1,5370.0,0.0632
p3p1,5380.0,-0.1461
p3p1,5390.0,-0.0954
p3p1,5400.0,-0.2444
p3p1,5410.0,-0.5136
p3p1,5420.0,-0.5262
p3p1,5430.0,-0.3804
p3p1,5440.0,-0.2365
p3p1,5450.0,0.1753
p3p1,5460.0,0.091
p3p1,5470.0,0.208
p3p1,5480.0,0.24
p3p1,5490.0,0.0714
p3p1,5500.0,0.1023
p3p1,5510.0,0.3853
p3p1,5520.0,0.4468
p3p1,5530.0,0.2674
p3p1,5540.0,-0.0824
p3p1,5550.0,-0.2131
p3p1,5560.0,-0.2135
p3p1,5570.0,-0.2343
p3p1,5580.0,-0.1716
p3p1,5590.0,0.1484
p3p1,5600.0,-0.0615
p3p1,5610.0,-0.0201
p3p1,5620.0,0.037
p3p1,5630.0,0.1348
p3p1,5640.0,0.0568
p3p1,5650.0,-0.0139
p3p1,5660.0,0.0352
p3p1,5670.0,0.0846
p3p1,5680.0,0.1348
p3p1,5690.0,0.2077
p3p1,5700.0,0.2277
p3p1,5710.0,0.0831
p3p1,5720.0,0.1033
p3p1,5730.0,0.0196
p3p1,5740.0,0.0066
p3p1,5750.0,0.0246
p3p1,5760.0,0.01
p3p1,5770.0,-0.094
p3p1,5780.0,-0.127
p3p1,5790.0,-0.0542
p3p1,5800.0,0.0055
p3p1,5810.0,0.0366
p3p1,5820.0,0.0911
p3p1,5830.0,0.1895
p3p1,5840.0,0.1712
p3p1,5850.0,0.1674
p3p1,5860.0,0.2427
p3p1,5870.0,0.1804
p3p1,5880.0,0.2629
p3p1,5890.0,-0.0395
p3p1,5900.0,-0.145
p3p1,5910.0,-0.1916
p3p1,5920.0,-0.3215
p3p1,5930.0,-0.3417
p3p1,5940.0,-0.5186
p3p1,5950.0,-0.4401
p3p1,5960.0,-0.1192
